,title,link,link_alternative,link_icon,summary,ondemand,generationdate,beginposition,endposition,ingestiondate,orbitnumber,relativeorbitnumber,illuminationazimuthangle,illuminationzenithangle,vegetationpercentage,notvegetatedpercentage,waterpercentage,unclassifiedpercentage,mediumprobacloudspercentage,highprobacloudspercentage,snowicepercentage,cloudcoverpercentage,level1cpdiidentifier,gmlfootprint,footprint,format,processingbaseline,platformname,filename,instrumentname,instrumentshortname,size,s2datatakeid,producttype,platformidentifier,orbitdirection,platformserialidentifier,processinglevel,datastripidentifier,granuleidentifier,identifier,uuid
2986aa3a-a406-47ee-8d76-6f376efca473,S2A_MSIL2A_20211025T143731_N0301_R096_T19JCF_20211025T190504,https://apihub.copernicus.eu/apihub/odata/v1/Products('2986aa3a-a406-47ee-8d76-6f376efca473')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('2986aa3a-a406-47ee-8d76-6f376efca473')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('2986aa3a-a406-47ee-8d76-6f376efca473')/Products('Quicklook')/$value,"Date: 2021-10-25T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.08 GB",false,2021-10-25 19:05:04,2021-10-25 14:37:31.024,2021-10-25 14:37:31.024,2021-10-25 23:04:57.680,33126,96,54.2449412369431,28.8254303842633,0.535532,53.414077,0.131977,14.298029,27.067587,1.037322,1.431731,28.114358000000003,S2A_OPER_MSI_L1C_TL_VGS2_20211025T180529_A033126_T19JCF_N03.01,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.715722607161137,-71.08859 -30.72910890902974,-69.94217 -31.719688572333347,-69.95206 -31.70577277981865,-71.11047 -30.715722607161137,-71.08859</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.95206 -31.719688572333347, -69.94217 -30.72910890902974, -71.08859 -30.715722607161137, -71.11047 -31.70577277981865, -69.95206 -31.719688572333347)))",SAFE,03.01,Sentinel-2,S2A_MSIL2A_20211025T143731_N0301_R096_T19JCF_20211025T190504.SAFE,Multi-Spectral Instrument,MSI,1.08 GB,GS2A_20211025T143731_033126_N03.01,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_VGS2_20211025T190504_S20211025T144354_N03.01,S2A_OPER_MSI_L2A_TL_VGS2_20211025T190504_A033126_T19JCF_N03.01,S2A_MSIL2A_20211025T143731_N0301_R096_T19JCF_20211025T190504,2986aa3a-a406-47ee-8d76-6f376efca473
37075c83-5be9-486f-8b51-f00254158c1b,S2A_MSIL2A_20211025T143731_N0301_R096_T19JBG_20211025T190504,https://apihub.copernicus.eu/apihub/odata/v1/Products('37075c83-5be9-486f-8b51-f00254158c1b')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('37075c83-5be9-486f-8b51-f00254158c1b')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('37075c83-5be9-486f-8b51-f00254158c1b')/Products('Quicklook')/$value,"Date: 2021-10-25T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 873.66 MB",false,2021-10-25 19:05:04,2021-10-25 14:37:31.024,2021-10-25 14:37:31.024,2021-10-25 23:04:47.011,33126,96,57.1082554501328,29.0714851688076,0.895987,42.289591,12.714565,4.458364,3.209557,35.808524,0.007121,39.224757,S2A_OPER_MSI_L1C_TL_VGS2_20211025T180529_A033126_T19JBG_N03.01,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.784741559858958,-72.06665 -30.72759316962428,-72.0499 -30.58044261704994,-72.00708 -30.433211714931865,-71.96442 -30.286025908796425,-71.921844 -30.138886030104,-71.87933 -29.99176251237311,-71.83688 -29.844661249341303,-71.794556 -29.800184751933536,-71.7818 -29.81580116202728,-70.968445 -30.80606353252509,-70.98834 -30.784741559858958,-72.06665</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-70.98834 -30.80606353252509, -70.968445 -29.81580116202728, -71.7818 -29.800184751933536, -71.794556 -29.844661249341303, -71.83688 -29.99176251237311, -71.87933 -30.138886030104, -71.921844 -30.286025908796425, -71.96442 -30.433211714931865, -72.00708 -30.58044261704994, -72.0499 -30.72759316962428, -72.06665 -30.784741559858958, -70.98834 -30.80606353252509)))",SAFE,03.01,Sentinel-2,S2A_MSIL2A_20211025T143731_N0301_R096_T19JBG_20211025T190504.SAFE,Multi-Spectral Instrument,MSI,873.66 MB,GS2A_20211025T143731_033126_N03.01,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_VGS2_20211025T190504_S20211025T144354_N03.01,S2A_OPER_MSI_L2A_TL_VGS2_20211025T190504_A033126_T19JBG_N03.01,S2A_MSIL2A_20211025T143731_N0301_R096_T19JBG_20211025T190504,37075c83-5be9-486f-8b51-f00254158c1b
f20343d4-a42b-42ca-b498-9cd631d265ee,S2A_MSIL2A_20211025T143731_N0301_R096_T19JCG_20211025T190504,https://apihub.copernicus.eu/apihub/odata/v1/Products('f20343d4-a42b-42ca-b498-9cd631d265ee')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('f20343d4-a42b-42ca-b498-9cd631d265ee')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('f20343d4-a42b-42ca-b498-9cd631d265ee')/Products('Quicklook')/$value,"Date: 2021-10-25T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.06 GB",false,2021-10-25 19:05:04,2021-10-25 14:37:31.024,2021-10-25 14:37:31.024,2021-10-25 23:03:20.009,33126,96,55.6667438513593,28.3408325648845,0.716663,44.362435,0.159956,14.719224,37.774381,0.542835,0.11077599999999999,38.367704,S2A_OPER_MSI_L1C_TL_VGS2_20211025T180529_A033126_T19JCG_N03.01,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-29.814255053505175,-71.06958 -29.827168444135932,-69.93359 -30.817888497768987,-69.94302 -30.804455181093843,-71.090515 -29.814255053505175,-71.06958</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.94302 -30.817888497768987, -69.93359 -29.827168444135932, -71.06958 -29.814255053505175, -71.090515 -30.804455181093843, -69.94302 -30.817888497768987)))",SAFE,03.01,Sentinel-2,S2A_MSIL2A_20211025T143731_N0301_R096_T19JCG_20211025T190504.SAFE,Multi-Spectral Instrument,MSI,1.06 GB,GS2A_20211025T143731_033126_N03.01,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_VGS2_20211025T190504_S20211025T144354_N03.01,S2A_OPER_MSI_L2A_TL_VGS2_20211025T190504_A033126_T19JCG_N03.01,S2A_MSIL2A_20211025T143731_N0301_R096_T19JCG_20211025T190504,f20343d4-a42b-42ca-b498-9cd631d265ee
04030283-5566-4f81-9efd-427a03963536,S2B_MSIL2A_20211020T143729_N0301_R096_T19JCG_20211020T190806,https://apihub.copernicus.eu/apihub/odata/v1/Products('04030283-5566-4f81-9efd-427a03963536')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('04030283-5566-4f81-9efd-427a03963536')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('04030283-5566-4f81-9efd-427a03963536')/Products('Quicklook')/$value,"Date: 2021-10-20T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.06 GB",false,2021-10-20 19:08:06,2021-10-20 14:37:29.024,2021-10-20 14:37:29.024,2021-10-20 23:56:40.790,24146,96,53.3484224855637,29.6941005711358,0.487898,38.583124,0.051088,16.250151,35.316834,7.260726000000001,0.161317,42.577636,S2B_OPER_MSI_L1C_TL_VGS2_20211020T180450_A024146_T19JCG_N03.01,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-29.814255053505175,-71.06958 -29.827168444135932,-69.93359 -30.817888497768987,-69.94302 -30.804455181093843,-71.090515 -29.814255053505175,-71.06958</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.94302 -30.817888497768987, -69.93359 -29.827168444135932, -71.06958 -29.814255053505175, -71.090515 -30.804455181093843, -69.94302 -30.817888497768987)))",SAFE,03.01,Sentinel-2,S2B_MSIL2A_20211020T143729_N0301_R096_T19JCG_20211020T190806.SAFE,Multi-Spectral Instrument,MSI,1.06 GB,GS2B_20211020T143729_024146_N03.01,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_VGS2_20211020T190806_S20211020T144249_N03.01,S2B_OPER_MSI_L2A_TL_VGS2_20211020T190806_A024146_T19JCG_N03.01,S2B_MSIL2A_20211020T143729_N0301_R096_T19JCG_20211020T190806,04030283-5566-4f81-9efd-427a03963536
de9e6023-8dc2-4505-8be5-ead6c9264589,S2B_MSIL2A_20211020T143729_N0301_R096_T19JBG_20211020T190806,https://apihub.copernicus.eu/apihub/odata/v1/Products('de9e6023-8dc2-4505-8be5-ead6c9264589')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('de9e6023-8dc2-4505-8be5-ead6c9264589')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('de9e6023-8dc2-4505-8be5-ead6c9264589')/Products('Quicklook')/$value,"Date: 2021-10-20T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 720.46 MB",false,2021-10-20 19:08:06,2021-10-20 14:37:29.024,2021-10-20 14:37:29.024,2021-10-20 23:48:16.126,24146,96,54.791053921369,30.4037160686808,0.009886,3.653927,0.04995,2.900329,0.7280420000000001,92.451453,0.0,93.258255,S2B_OPER_MSI_L1C_TL_VGS2_20211020T180450_A024146_T19JBG_N03.01,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.78461664926835,-72.07297 -30.77861650331972,-72.0712 -30.631568675276345,-72.02826 -30.484598072456265,-71.98538 -30.33762677840351,-71.94266 -30.190637797467488,-71.89996 -30.04358671996626,-71.85742 -29.89653373391116,-71.815 -29.800079077173148,-71.78729 -29.81580116202728,-70.968445 -30.80606353252509,-70.98834 -30.78461664926835,-72.07297</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-70.98834 -30.80606353252509, -70.968445 -29.81580116202728, -71.78729 -29.800079077173148, -71.815 -29.89653373391116, -71.85742 -30.04358671996626, -71.89996 -30.190637797467488, -71.94266 -30.33762677840351, -71.98538 -30.484598072456265, -72.02826 -30.631568675276345, -72.0712 -30.77861650331972, -72.07297 -30.78461664926835, -70.98834 -30.80606353252509)))",SAFE,03.01,Sentinel-2,S2B_MSIL2A_20211020T143729_N0301_R096_T19JBG_20211020T190806.SAFE,Multi-Spectral Instrument,MSI,720.46 MB,GS2B_20211020T143729_024146_N03.01,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_VGS2_20211020T190806_S20211020T144249_N03.01,S2B_OPER_MSI_L2A_TL_VGS2_20211020T190806_A024146_T19JBG_N03.01,S2B_MSIL2A_20211020T143729_N0301_R096_T19JBG_20211020T190806,de9e6023-8dc2-4505-8be5-ead6c9264589
97d544da-13aa-4a42-87dd-af9460a3979f,S2B_MSIL2A_20211020T143729_N0301_R096_T19JCF_20211020T190806,https://apihub.copernicus.eu/apihub/odata/v1/Products('97d544da-13aa-4a42-87dd-af9460a3979f')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('97d544da-13aa-4a42-87dd-af9460a3979f')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('97d544da-13aa-4a42-87dd-af9460a3979f')/Products('Quicklook')/$value,"Date: 2021-10-20T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.07 GB",false,2021-10-20 19:08:06,2021-10-20 14:37:29.024,2021-10-20 14:37:29.024,2021-10-20 23:38:21.199,24146,96,52.0369510091233,30.2083638150296,0.291761,37.520856,0.043722,14.005402,37.58311,6.621766,1.472583,44.207925,S2B_OPER_MSI_L1C_TL_VGS2_20211020T180450_A024146_T19JCF_N03.01,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.715722607161137,-71.08859 -30.72910890902974,-69.94217 -31.719688572333347,-69.95206 -31.70577277981865,-71.11047 -30.715722607161137,-71.08859</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.95206 -31.719688572333347, -69.94217 -30.72910890902974, -71.08859 -30.715722607161137, -71.11047 -31.70577277981865, -69.95206 -31.719688572333347)))",SAFE,03.01,Sentinel-2,S2B_MSIL2A_20211020T143729_N0301_R096_T19JCF_20211020T190806.SAFE,Multi-Spectral Instrument,MSI,1.07 GB,GS2B_20211020T143729_024146_N03.01,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_VGS2_20211020T190806_S20211020T144249_N03.01,S2B_OPER_MSI_L2A_TL_VGS2_20211020T190806_A024146_T19JCF_N03.01,S2B_MSIL2A_20211020T143729_N0301_R096_T19JCF_20211020T190806,97d544da-13aa-4a42-87dd-af9460a3979f
9d7d054d-c47f-424d-8546-c98acfd98461,S2B_MSIL2A_20211020T143729_N0301_R096_T19JBF_20211020T190806,https://apihub.copernicus.eu/apihub/odata/v1/Products('9d7d054d-c47f-424d-8546-c98acfd98461')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('9d7d054d-c47f-424d-8546-c98acfd98461')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('9d7d054d-c47f-424d-8546-c98acfd98461')/Products('Quicklook')/$value,"Date: 2021-10-20T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 860.44 MB",false,2021-10-20 19:08:06,2021-10-20 14:37:29.024,2021-10-20 14:37:29.024,2021-10-20 23:08:27.414,24146,96,53.5078573817486,30.9054435074285,0.012986,10.789393,0.278477,1.434967,0.971713,86.11421,0.0,87.316569,S2B_OPER_MSI_L1C_TL_VGS2_20211020T180450_A024146_T19JBF_N03.01,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-31.023377053010066,-72.14288 -30.925680668144008,-72.11423 -30.77861650331972,-72.0712 -30.696406103497424,-72.04718 -30.717325330253914,-70.98651 -31.707438890022775,-71.007324 -31.683953701756977,-72.164764 -31.023377053010066,-72.14288</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-71.007324 -31.707438890022775, -70.98651 -30.717325330253914, -72.04718 -30.696406103497424, -72.0712 -30.77861650331972, -72.11423 -30.925680668144008, -72.14288 -31.023377053010066, -72.164764 -31.683953701756977, -71.007324 -31.707438890022775)))",SAFE,03.01,Sentinel-2,S2B_MSIL2A_20211020T143729_N0301_R096_T19JBF_20211020T190806.SAFE,Multi-Spectral Instrument,MSI,860.44 MB,GS2B_20211020T143729_024146_N03.01,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_VGS2_20211020T190806_S20211020T144249_N03.01,S2B_OPER_MSI_L2A_TL_VGS2_20211020T190806_A024146_T19JBF_N03.01,S2B_MSIL2A_20211020T143729_N0301_R096_T19JBF_20211020T190806,9d7d054d-c47f-424d-8546-c98acfd98461
fabd4e9a-a833-448d-a9e4-b6ce17de490f,S2A_MSIL2A_20211015T143731_N0301_R096_T19JBF_20211015T190540,https://apihub.copernicus.eu/apihub/odata/v1/Products('fabd4e9a-a833-448d-a9e4-b6ce17de490f')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('fabd4e9a-a833-448d-a9e4-b6ce17de490f')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('fabd4e9a-a833-448d-a9e4-b6ce17de490f')/Products('Quicklook')/$value,"Date: 2021-10-15T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.00 GB",false,2021-10-15 19:05:40,2021-10-15 14:37:31.024,2021-10-15 14:37:31.024,2021-10-16 10:09:58.064,32983,96,51.4370682390559,32.3761278472924,0.343459,52.308005,41.069558,1.116138,0.038264,0.001231,0.052731,4.968618,S2A_OPER_MSI_L1C_TL_VGS2_20211015T180544_A032983_T19JBF_N03.01,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-31.034361722293855,-72.14325 -31.0080213017152,-72.13547 -30.96222568811313,-72.12198 -30.860908349246973,-72.09213 -30.71403787108004,-72.04907 -30.696470068296343,-72.043945 -30.717325330253914,-70.98651 -31.707438890022775,-71.007324 -31.683953701756977,-72.164764 -31.034361722293855,-72.14325</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-71.007324 -31.707438890022775, -70.98651 -30.717325330253914, -72.043945 -30.696470068296343, -72.04907 -30.71403787108004, -72.09213 -30.860908349246973, -72.12198 -30.96222568811313, -72.13547 -31.0080213017152, -72.14325 -31.034361722293855, -72.164764 -31.683953701756977, -71.007324 -31.707438890022775)))",SAFE,03.01,Sentinel-2,S2A_MSIL2A_20211015T143731_N0301_R096_T19JBF_20211015T190540.SAFE,Multi-Spectral Instrument,MSI,1.00 GB,GS2A_20211015T143731_032983_N03.01,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_VGS2_20211015T190540_S20211015T144152_N03.01,S2A_OPER_MSI_L2A_TL_VGS2_20211015T190540_A032983_T19JBF_N03.01,S2A_MSIL2A_20211015T143731_N0301_R096_T19JBF_20211015T190540,fabd4e9a-a833-448d-a9e4-b6ce17de490f
9823ea83-1b98-4998-b349-4d1d138b5aa2,S2A_MSIL2A_20211015T143731_N0301_R096_T19JCF_20211015T190540,https://apihub.copernicus.eu/apihub/odata/v1/Products('9823ea83-1b98-4998-b349-4d1d138b5aa2')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('9823ea83-1b98-4998-b349-4d1d138b5aa2')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('9823ea83-1b98-4998-b349-4d1d138b5aa2')/Products('Quicklook')/$value,"Date: 2021-10-15T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.02 GB",false,2021-10-15 19:05:40,2021-10-15 14:37:31.024,2021-10-15 14:37:31.024,2021-10-16 09:26:02.123,32983,96,49.9793661433748,31.6993263237414,0.289339,22.83096,0.123828,7.117119000000001,52.556658,11.042146,0.654739,67.041693,S2A_OPER_MSI_L1C_TL_VGS2_20211015T180544_A032983_T19JCF_N03.01,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.715722607161137,-71.08859 -30.72910890902974,-69.94217 -31.719688572333347,-69.95206 -31.70577277981865,-71.11047 -30.715722607161137,-71.08859</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.95206 -31.719688572333347, -69.94217 -30.72910890902974, -71.08859 -30.715722607161137, -71.11047 -31.70577277981865, -69.95206 -31.719688572333347)))",SAFE,03.01,Sentinel-2,S2A_MSIL2A_20211015T143731_N0301_R096_T19JCF_20211015T190540.SAFE,Multi-Spectral Instrument,MSI,1.02 GB,GS2A_20211015T143731_032983_N03.01,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_VGS2_20211015T190540_S20211015T144152_N03.01,S2A_OPER_MSI_L2A_TL_VGS2_20211015T190540_A032983_T19JCF_N03.01,S2A_MSIL2A_20211015T143731_N0301_R096_T19JCF_20211015T190540,9823ea83-1b98-4998-b349-4d1d138b5aa2
0928a77c-dfb7-4877-bc97-cedd0139e3ef,S2A_MSIL2A_20211015T143731_N0301_R096_T19JBG_20211015T190540,https://apihub.copernicus.eu/apihub/odata/v1/Products('0928a77c-dfb7-4877-bc97-cedd0139e3ef')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('0928a77c-dfb7-4877-bc97-cedd0139e3ef')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('0928a77c-dfb7-4877-bc97-cedd0139e3ef')/Products('Quicklook')/$value,"Date: 2021-10-15T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 888.45 MB",false,2021-10-15 19:05:40,2021-10-15 14:37:31.024,2021-10-15 14:37:31.024,2021-10-16 09:24:38.943,32983,96,52.6195635574284,31.8470237986486,1.2605,51.589017999999996,41.125634,3.292294,0.093898,0.013545,0.029903,2.073075,S2A_OPER_MSI_L1C_TL_VGS2_20211015T180544_A032983_T19JBG_N03.01,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.784679440577328,-72.06979 -30.71403787108004,-72.04907 -30.567012313198376,-72.006195 -30.41987644557436,-71.9635 -30.272698888992053,-71.9209 -30.125509863627656,-71.87839 -29.978362299356817,-71.83594 -29.831198478799163,-71.79358 -29.800129456254137,-71.78467 -29.81580116202728,-70.968445 -30.80606353252509,-70.98834 -30.784679440577328,-72.06979</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-70.98834 -30.80606353252509, -70.968445 -29.81580116202728, -71.78467 -29.800129456254137, -71.79358 -29.831198478799163, -71.83594 -29.978362299356817, -71.87839 -30.125509863627656, -71.9209 -30.272698888992053, -71.9635 -30.41987644557436, -72.006195 -30.567012313198376, -72.04907 -30.71403787108004, -72.06979 -30.784679440577328, -70.98834 -30.80606353252509)))",SAFE,03.01,Sentinel-2,S2A_MSIL2A_20211015T143731_N0301_R096_T19JBG_20211015T190540.SAFE,Multi-Spectral Instrument,MSI,888.45 MB,GS2A_20211015T143731_032983_N03.01,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_VGS2_20211015T190540_S20211015T144152_N03.01,S2A_OPER_MSI_L2A_TL_VGS2_20211015T190540_A032983_T19JBG_N03.01,S2A_MSIL2A_20211015T143731_N0301_R096_T19JBG_20211015T190540,0928a77c-dfb7-4877-bc97-cedd0139e3ef
bb2ae216-a4e3-454c-822c-ccf3329e1312,S2A_MSIL2A_20211015T143731_N0301_R096_T19JCG_20211015T190540,https://apihub.copernicus.eu/apihub/odata/v1/Products('bb2ae216-a4e3-454c-822c-ccf3329e1312')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('bb2ae216-a4e3-454c-822c-ccf3329e1312')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('bb2ae216-a4e3-454c-822c-ccf3329e1312')/Products('Quicklook')/$value,"Date: 2021-10-15T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.01 GB",false,2021-10-15 19:05:40,2021-10-15 14:37:31.024,2021-10-15 14:37:31.024,2021-10-16 09:19:01.037,32983,96,51.185525671712,31.158094669177,0.507669,30.491063,0.146801,10.970365,44.084474,9.488153,0.05555399999999999,56.539476,S2A_OPER_MSI_L1C_TL_VGS2_20211015T180544_A032983_T19JCG_N03.01,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-29.814255053505175,-71.06958 -29.827168444135932,-69.93359 -30.817888497768987,-69.94302 -30.804455181093843,-71.090515 -29.814255053505175,-71.06958</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.94302 -30.817888497768987, -69.93359 -29.827168444135932, -71.06958 -29.814255053505175, -71.090515 -30.804455181093843, -69.94302 -30.817888497768987)))",SAFE,03.01,Sentinel-2,S2A_MSIL2A_20211015T143731_N0301_R096_T19JCG_20211015T190540.SAFE,Multi-Spectral Instrument,MSI,1.01 GB,GS2A_20211015T143731_032983_N03.01,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_VGS2_20211015T190540_S20211015T144152_N03.01,S2A_OPER_MSI_L2A_TL_VGS2_20211015T190540_A032983_T19JCG_N03.01,S2A_MSIL2A_20211015T143731_N0301_R096_T19JCG_20211015T190540,bb2ae216-a4e3-454c-822c-ccf3329e1312
